title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
True or False: The Product Owner should wait until the end of the Sprint to inform the development team about changes in priorities.,"The Product Owner should promptly communicate any changes in priorities to the development team to allow them to adapt and deliver value effectively. <i>The Product Owner is responsible for managing the Product Backlog.</i> (Scrum Guide 2020, p. 6).",S,PSPO-II,Collaboration with the development team and stakeholders,False,Correct: The Product Owner should communicate changes in priorities as soon as possible to ensure the development team can adapt accordingly.,True,Incorrect: Delaying communication of priority changes until the end of the Sprint helps the team stay focused on their current tasks.,,,,,,,,,1
True or False: The Product Owner should adjust the Product Backlog based on feedback from the development team during Sprint Retrospectives.,"Sprint Retrospectives can provide valuable feedback that the Product Owner can use to refine the Product Backlog and ensure alignment with team capabilities. <i>The Product Backlog is refined as needed.</i> (Scrum Guide 2020, p. 14).",TF,PSPO-II,Collaboration with the development team and stakeholders,,"Correct: Sprint Retrospectives offer valuable insights from the development team, and the Product Owner can adjust the backlog based on these inputs.",,"Incorrect: Sprint Retrospectives should only focus on process improvements, not Product Backlog adjustments.",,,,,,,,,true
True or False: The Product Owner can maximize product value by prioritizing technical debt alongside new feature development.,"Managing technical debt is crucial for maintaining product quality and ensuring that the product remains valuable in the long term. <i>The Product Backlog is refined as needed.</i> (Scrum Guide 2020, p. 14).",TF,PSPO-II,Product Management & Maximizing value,,"Correct: Managing technical debt is essential for long-term product success, and the Product Owner must balance it with new features to maximize value.",,Incorrect: Technical debt can be ignored if it doesn’t immediately impact new feature development.,,,,,,,,,true
True or False: The Product Owner should prioritize technical enablers over user-facing features if they support future product scalability.,"While user-facing features are important, the Product Owner must also consider technical enablers that support future scalability, ensuring long-term product success. <i>The Product Owner is responsible for maximizing the value of the product.</i> (Scrum Guide 2020, p. 6).",TF,PSPO-II,Product Management & Maximizing value,,Correct: Prioritizing technical enablers is crucial for ensuring the product can scale and maintain quality as future features are developed.,,"Incorrect: User-facing features should always take priority, as they provide immediate value to users and stakeholders.",,,,,,,,,true
Which three approaches should a Product Owner take to manage stakeholder expectations in highly dynamic environments? (Choose the three best answers),"The Product Owner manages expectations in dynamic environments by setting incremental goals, engaging frequently, and using data to explain changes. <i>The Product Backlog evolves to reflect the changing needs of the environment and stakeholders.</i> (Scrum Guide 2020, p. 6).",M,PSPO-II,Collaboration with the development team and stakeholders,"Set clear, incremental goals that align with the Product Goal",Correct: Incremental goals help manage expectations by providing a clear sense of progress in a dynamic environment.,"Provide detailed, fixed timelines for delivery to maintain stakeholder confidence","Incorrect: Fixed timelines may not be adaptable in highly dynamic environments, where flexibility is required.",Engage stakeholders frequently to review progress and adjust priorities as needed,Correct: Frequent engagement helps stakeholders understand ongoing changes and remain aligned with priorities.,Use data to explain the impact of frequent changes on the Product Backlog and delivery timelines,"Correct: Using data allows the Product Owner to provide a clear, objective understanding of how changes impact progress.",Restrict changes to the Product Backlog to limit disruptions to the Development Team,Incorrect: The Product Backlog should remain flexible to reflect ongoing changes in priorities and needs.,,,"1,3,4"
Which three behaviors of the Scrum Master help the team uphold the pillars of Inspection and Adaptation? (Choose the three best answers),"The Scrum Master upholds Inspection and Adaptation by promoting regular reflection in Daily Scrums and Retrospectives, and by addressing impediments. <i>Inspection enables the team to detect problems, and adaptation ensures the team can adjust its plans to improve.</i> (Scrum Guide 2020, p. 4).",M,PSPO-II,Principles and Framework,Encouraging the team to inspect progress at the Daily Scrum and adapt as needed,Correct: The Scrum Master ensures the team regularly inspects and adapts during the Daily Scrum.,Helping the team reflect on their process during the Sprint Retrospective,Correct: The Sprint Retrospective is an opportunity for the team to inspect and adapt their process.,Limiting interactions with stakeholders to minimize distractions,Incorrect: The Scrum Team should interact with stakeholders to gather feedback and adapt based on their input.,Ensuring that the team addresses impediments as soon as they are identified,Correct: Removing impediments is a key aspect of adaptation in Scrum.,Keeping the Sprint Backlog unchanged once the Sprint starts,Incorrect: The Sprint Backlog must remain flexible to accommodate necessary adaptations.,,,"1,2,4"
Which three elements help a Scrum Team focus on maximizing the value delivered during each Sprint? (Choose the three best answers),"Maximizing value during a Sprint is achieved through a clear Sprint Goal, daily inspection via the Daily Scrum, and selecting work that can be completed within the Sprint. <i>The Scrum Team works to deliver valuable Increments each Sprint.</i> (Scrum Guide 2020, p. 7).",M,PSPO-II,Product Management & Maximizing value,A well-defined Sprint Goal that aligns with the Product Goal,Correct: The Sprint Goal provides a focus for the team to deliver the most value during the Sprint.,"Daily Scrum, which helps the team assess whether they are on track to deliver the Sprint Goal",Correct: The Daily Scrum provides an opportunity to review progress and adjust to maximize value delivery.,Only accepting Product Backlog items that can be completed within the Sprint,Correct: The team should only accept work that can be fully completed within the Sprint to ensure they deliver value.,Allowing stakeholders to change priorities during the Sprint,Incorrect: Changing priorities mid-Sprint disrupts focus and reduces the team's ability to deliver value.,"Sprint Review, where the team gathers feedback from stakeholders","Incorrect: While important for gathering feedback, the Sprint Review happens at the end of the Sprint and does not help the team focus during the Sprint.",,,"1,2,3"
Which three approaches should a Product Owner take to manage stakeholder expectations about the product vision? (Choose the three best answers),"The Product Owner manages expectations by facilitating communication, using the Product Goal as a guiding principle, and hosting Sprint Reviews. <i>The Product Goal guides long-term decision-making for the Scrum Team.</i> (Scrum Guide 2020, p. 6).",M,PSPO-II,Product Vision & Strategy,Facilitate regular communication with stakeholders to keep them aligned with the vision,Correct: Regular communication ensures stakeholders remain informed and aligned with the product vision.,Allow stakeholders to directly change the product vision based on their feedback,"Incorrect: The Product Owner is responsible for refining the product vision based on feedback, not stakeholders.",Use the Product Goal as a guiding principle to manage expectations,Correct: The Product Goal provides a clear focus for managing stakeholder expectations about the long-term direction of the product.,Host Sprint Reviews to align stakeholders on progress and vision adjustments,Correct: Sprint Reviews are an opportunity to align stakeholders on progress and make adjustments to the vision as needed.,Focus exclusively on immediate concerns raised by stakeholders,Incorrect: The Product Owner should balance both immediate concerns and long-term objectives to maintain a strong vision.,,,"1,3,4"
Which two Product Backlog characteristics ensure that the Development Team delivers the most valuable work? (Choose the two best answers),"A Product Backlog that is well-ordered by value and contains clearly defined items ensures that the Development Team can focus on delivering the most valuable work. <i>The Product Backlog is an ordered list of everything that is known to be needed in the product.</i> (Scrum Guide 2020, p. 5).",M,PSPO-II,Product Management & Maximizing value,Ordered by value,"Correct: By ordering the Product Backlog by value, the most critical work is completed first, maximizing the value delivered to stakeholders.",Clearly defined and refined items,Correct: Clearly defined Product Backlog items allow the Development Team to focus on delivering value without ambiguity.,Comprehensive list of all possible features,Incorrect: The size of the Product Backlog does not necessarily correlate with value; only the prioritization of valuable work does.,Detailed technical requirements,"Incorrect: While technical details can be useful, they do not directly contribute to delivering value.",Work estimates from stakeholders,"Incorrect: The Development Team is responsible for estimating work, not stakeholders.",,,"1,2"
Which two strategies can a Product Owner use to align the Development Team's work with stakeholder expectations in a complex environment? (Choose the two best answers),"The Product Owner aligns the Development Team's work with stakeholder expectations by maintaining open communication and using refinement sessions to ensure stakeholder input is reflected. <i>The Product Backlog is a continuously evolving artifact, and refinement ensures it remains aligned with stakeholder needs.</i> (Scrum Guide 2020, p. 6).",M,PSPO-II,Collaboration with the development team and stakeholders,"Maintain frequent, open communication with stakeholders about progress and priorities",Correct: Frequent communication ensures that stakeholders remain aligned with the team’s progress and priorities.,"Prioritize based on immediate stakeholder demands, even if it conflicts with the Product Goal","Incorrect: The Product Owner must balance stakeholder demands with long-term product goals, not just prioritize immediate needs.",Use Product Backlog refinement sessions to ensure stakeholder input is reflected,Correct: Refinement sessions help ensure the Product Backlog is up-to-date with stakeholder needs and priorities.,Allow stakeholders to change the Sprint Goal mid-Sprint if priorities shift,Incorrect: The Sprint Goal remains fixed during the Sprint and can be adjusted in future Sprints if needed.,Focus on the Product Backlog solely during the Sprint Review,"Incorrect: The Product Backlog should be continuously refined, not just addressed during the Sprint Review.",,,"1,3"
