title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
True or False: The development team should be allowed to proceed with work even if the Product Owner has not approved the sprint goal.,"The Product Owner must approve the Sprint Goal to ensure alignment with the overall product vision and business objectives. <i>The Scrum Team commits to achieving the Sprint Goal.</i> (Scrum Guide 2020, p. 10).",S,PSPO-II,Collaboration with the development team and stakeholders,False,Correct: The Product Owner must approve the sprint goal as it aligns with the broader product vision and business objectives.,True,"Incorrect: The team can proceed as long as they are aligned on their tasks, even without formal approval of the sprint goal.",,,,,,,,,1
True or False: It is acceptable for the Product Owner to allow the development team to reprioritize the Product Backlog during the Sprint if necessary to achieve the Sprint Goal.,"The Product Owner is responsible for managing priorities in the Product Backlog, even during a Sprint, and must collaborate with the team to handle any reprioritization. <i>The Product Owner is responsible for managing the Product Backlog.</i> (Scrum Guide 2020, p. 6).",S,PSPO-II,Collaboration with the development team and stakeholders,False,"Correct: The Product Owner is responsible for prioritizing the Product Backlog and must be involved in any changes to priorities, even during the Sprint.",True,Incorrect: The development team can reprioritize tasks without consulting the Product Owner as long as they meet the Sprint Goal.,,,,,,,,,1
True or False: The Scrum Team must document all discussions and decisions made during the Sprint Retrospective to ensure traceability and accountability.,"The Sprint Retrospective is meant for the Scrum Team to reflect on the past Sprint and decide on improvements, without the need for formal documentation. <i>The Sprint Retrospective is an opportunity for the Scrum Team to inspect itself.</i> (Scrum Guide 2020, p. 14).",S,PSPO-II,Principles and Framework,False,"Correct: The Sprint Retrospective is a private event for the Scrum Team, and formal documentation is not required; the focus is on continuous improvement.",True,Incorrect: Full documentation of the Retrospective ensures accountability and helps track improvements.,,,,,,,,,1
True or False: A well-defined product vision helps align the Scrum Team’s efforts toward a common goal.,"A well-defined product vision helps align the Scrum Team’s efforts toward a common goal by providing clear direction and inspiring collaboration. <i>The Product Goal is the Scrum Team's objective for the product.</i> (Scrum Guide 2020, p. 13).",TF,PSPO-II,Product Vision & Strategy,,"Correct: A clear product vision provides direction and inspires the team, ensuring that all members work together toward the same objectives.",,Incorrect: A product vision is essential for guiding the team's work and ensuring they are aligned with strategic objectives.,,,,,,,,,true
Which three elements are necessary for a Scrum Team to create high-value Increments that meet the Definition of Done? (Choose the three best answers),"To create high-value Increments that meet the Definition of Done, a Scrum Team needs a clear Definition of Done, adaptability in the Product Backlog, and collaboration among Developers. <i>The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product.</i> (Scrum Guide 2020, p. 14).",M,PSPO-II,Collaboration with the development team and stakeholders,A clear and shared Definition of Done,Correct: A shared Definition of Done ensures that everyone understands what work is complete and meets quality standards.,The ability to adapt the Product Backlog as necessary during the Sprint,Correct: Adapting the Product Backlog ensures that the team delivers high-value Increments based on the latest information.,Stakeholder approval for every Increment,"Incorrect: While stakeholder feedback is valuable, approval is not required for every Increment.",The Developers working collaboratively on tasks within the Sprint Backlog,Correct: Collaboration ensures that all team members contribute to creating high-value Increments.,Only the Product Owner managing the Sprint Backlog,Incorrect: The Developers are responsible for managing the Sprint Backlog during the Sprint.,,,"1,2,4"
Which three Scrum Artifacts are designed to maximize transparency and communication within the Scrum Team? (Choose the three best answers),"Scrum maximizes transparency through its artifacts—the Product Backlog, Sprint Backlog, and Increment—which make work visible and understandable to all. <i>Each artifact contains a commitment to ensure it provides information that enhances transparency.</i> (Scrum Guide 2020, p. 4).",M,PSPO-II,Principles and Framework,"The Product Backlog, as it provides a visible, ordered list of future work",Correct: The Product Backlog ensures that all team members and stakeholders are aligned on the upcoming work.,"The Sprint Backlog, which tracks the work being done during a Sprint",Correct: The Sprint Backlog provides transparency regarding the tasks the team is currently working on.,"The Increment, which is the visible result of the team's work",Correct: The Increment offers transparency by demonstrating the actual progress made by the team.,"The Definition of Done, which defines quality standards for the work","Incorrect: While the Definition of Done is important, it is not considered an artifact in Scrum.","Sprint Goals, which clarify the purpose of each Sprint","Incorrect: While Sprint Goals provide clarity, they are not one of the defined Scrum Artifacts.",,,"1,2,3"
Which three key factors should a Product Owner consider when refining the Product Backlog to maximize business value? (Choose the three best answers),"To maximize business value, the Product Owner should incorporate customer feedback, use data-driven insights, and prioritize features that align with business goals. <i>The Product Backlog is an essential tool for maximizing value.</i> (Scrum Guide 2020, p. 6).",M,PSPO-II,Product Management & Maximizing value,Incorporating customer feedback to ensure the backlog reflects market needs,"Correct: Customer feedback ensures the backlog is aligned with market demands, maximizing business value.",Focusing exclusively on internal priorities over market needs,Incorrect: A balance between internal priorities and market needs is essential for maximizing value.,Using data-driven insights to prioritize the most valuable features,Correct: Data-driven insights help the Product Owner prioritize the highest-value features.,Fixing the Product Backlog to prevent changes during the Sprint,Incorrect: The Product Backlog must be flexible to adapt to changes and maximize value.,Prioritizing features that align with both short-term and long-term business goals,Correct: Prioritizing features that align with business goals ensures sustainable value delivery.,,,"1,3,5"
Which three practices help ensure that a Product Vision is actionable and delivers maximum value? (Choose the three best answers),"A Product Vision delivers maximum value when it is refined with stakeholder feedback, prioritized with data, and aligned with business goals and market opportunities. <i>The Product Vision helps guide the long-term objectives of the Scrum Team.</i> (Scrum Guide 2020, p. 6).",M,PSPO-II,Product Vision & Strategy,Engage stakeholders regularly to refine the Product Vision based on their feedback,Correct: Regular engagement with stakeholders ensures that the vision remains aligned with value-driven objectives.,Limit changes to the Product Vision to avoid confusion within the Scrum Team,Incorrect: The Product Vision should be adaptable to changing market and stakeholder needs.,Use data-driven insights to prioritize high-value features in the Product Backlog,Correct: Data-driven prioritization helps ensure that the most valuable features are delivered.,Focus on short-term market trends rather than long-term strategic goals,Incorrect: A balance between short-term trends and long-term goals is essential for maximizing value.,Ensure that the Product Vision is aligned with both business goals and market opportunities,Correct: Alignment with business and market factors ensures that the Product Vision drives maximum value.,,,"1,3,5"
Which two practices ensure that the Product Owner maximizes value in a rapidly changing marketplace? (Choose the two best answers),"To maximize value in a rapidly changing marketplace, the Product Owner should continuously revisit the Product Goal and reprioritize the Product Backlog to ensure alignment with shifting market conditions. <i>The Product Goal is the long-term objective for the Scrum Team. They must fulfill (or abandon) one objective before taking on the next.</i> (Scrum Guide 2020, p. 13).",M,PSPO-II,Product Management & Maximizing value,Revisiting and adjusting the Product Goal as needed,Correct: Regularly revisiting the Product Goal ensures that it remains aligned with business priorities and market changes.,Reprioritizing the Product Backlog based on market shifts,Correct: Adjusting the order of Product Backlog items based on market conditions ensures the team is focused on the highest-value work.,Strictly adhering to the initial product roadmap,Incorrect: The Product Owner must remain flexible and adapt the roadmap as market conditions change.,Avoiding changes within a Sprint,"Incorrect: While minimizing changes during a Sprint is important, the Product Owner must remain flexible in managing the Product Backlog between Sprints.",Focusing on technical improvements only,"Incorrect: Technical improvements are important, but they do not necessarily reflect the highest business value.",,,"1,2"
Which two strategies should a Product Owner use to manage stakeholder expectations when priorities shift frequently? (Choose the two best answers),"The Product Owner should communicate how frequent changes affect delivery and ensure stakeholders understand the impact on the Product and Sprint Goals. <i>The Product Backlog evolves as the product and environment evolve.</i> (Scrum Guide 2020, p. 6).",M,PSPO-II,Collaboration with the development team and stakeholders,Communicate the impact of frequent priority changes on delivery timelines,"Correct: By communicating how shifting priorities affect delivery, the Product Owner manages expectations transparently.",Limit priority changes to once per Sprint to maintain focus,Incorrect: Scrum encourages flexibility; limiting changes arbitrarily is not in line with its principles.,Ensure stakeholders understand that changes will affect the Product Goal and Sprint Goal,Correct: Clear communication about the impact of changes on the goals keeps expectations aligned.,Allow the Development Team to handle priority changes during the Sprint,"Incorrect: The Product Owner is responsible for managing and communicating changes, not the Development Team.",Reprioritize the Product Backlog daily based on stakeholder feedback,Incorrect: Reprioritizing daily could cause unnecessary disruption. The Product Backlog should be updated regularly but with balance.,,,"1,3"
